"gene","padj_MLH1","log2FoldChange_MLH1","padj_MSH2","log2FoldChange_MSH2","Result_KOvsHA"
"KCNA10",NA,NA,NA,1.10950546220796,"Not DE"
"PSMA5",0.608189270111997,-0.060409354966026,0.876239725174066,0.0407139697918011,"Not DE"
"FNDC7",0.930314250903886,-0.354827199923659,NA,0.0553097595825167,"Not DE"
"C1orf162",0.927123540866874,-0.199881572948474,0.330510778737296,1.9043944616423,"Not DE"
"CD53",0.197703872645081,-3.36291604281209,NA,-0.92535524925711,"Not DE"
"PROK1",NA,0.817476493946865,NA,1.10950546220796,"Not DE"
"CELSR2",3.81052835331826e-06,0.709224442993476,4.92972413206733e-06,0.723063000519428,"DE (up) in both"
"ITGA10",0.614421572292899,0.301754613766628,0.965486922211763,0.0741168066815194,"Not DE"
"GPR161",5.20846700311062e-07,-0.822843679529758,0.0415442296384971,-0.268200925597387,"DE (down) in both"
"ALDH9A1",0.0984588019946249,0.843068120008769,0.408019662893618,0.704838530045942,"Not DE"
"ATP1B1",9.2629155061901e-17,0.520609580383709,1.32793834433308e-06,-0.405979918657621,"Not DE"
"TIPRL",0.00391831703365246,-0.29498344285314,0.618282329583462,-0.0913086680232081,"DE (down) in MLH1"
"NME7",0.000707043321604048,0.317139711840847,0.945240444098352,-0.0253168618821377,"DE (up) in MLH1"
"POGK",0.464260946640545,-0.0637669814431898,0.263017272453446,-0.147500885403555,"Not DE"
"MPC2",0.369122741190869,0.170628255130369,0.929932470066384,-0.0348640508393507,"Not DE"
"CREG1",0.540406518945112,0.0835899438304999,0.244467002586396,-0.194810924340274,"Not DE"
"DCAF6",0.208933016167263,0.175567423465262,0.260980213521993,-0.168852453865047,"Not DE"
"GPA33",NA,NA,NA,2.91938708588782,"Not DE"
"RXRG",NA,1.68290557785691,NA,-1.70102833658354,"Not DE"
"TBX19",0.956479013645743,0.0415290838335797,0.690117218263531,0.49195699282542,"Not DE"
"UCK2",0.125720170738841,-0.119823663486628,0.149591416784005,-0.2008265085007,"Not DE"
"TMCO1",0.104405473388506,0.156074843109151,0.863441244749616,0.0516031918205249,"Not DE"
"XCL1",NA,-2.03374837169201,NA,NA,"Not DE"
"XCL2",NA,NA,NA,1.10950546220796,"Not DE"
"POU2F1",0.921073876597758,0.018229757719763,0.979281300698208,-0.012154958628257,"Not DE"
"MAEL",0.0795052916496259,-0.959957200426317,0.996394268242987,-0.00780480467501288,"Not DE"
"ILDR2",8.76978504976193e-26,-1.44555551522944,1.20973776985883e-18,-0.765435820611484,"DE (down) in both"
"DPT",NA,NA,NA,1.93452945235126,"Not DE"
"MGST3",0.0117442609186385,-0.301533965735586,0.0149103677360656,-0.347909933929368,"DE (down) in both"
"ADCY10",0.9976527889524,0.00773105883192515,NA,3.76127751448553,"Not DE"
"COP1",0.615068030092193,-0.0810028191959322,0.250986287084484,-0.217344191314043,"Not DE"
"NECTIN4",NA,1.39308188091798,NA,2.43590835424216,"Not DE"
"UFC1",9.43082548543886e-05,-0.512233568005473,0.00941038559312229,-0.43407483856591,"DE (down) in both"
"PPOX",0.934564954640242,0.0259245214887401,0.51440303679107,0.210370143195382,"Not DE"
"FCGR2A",0.610914753892556,0.836073610289377,NA,0.394494961285359,"Not DE"
"NUF2",0.312278296272615,0.14435447488027,0.953825168266836,0.0219090282559733,"Not DE"
"RGS5",0.4520188668816,0.2434558396354,0.401284681407465,-0.39890077337985,"Not DE"
"SDHC",0.00180362703031881,-0.252976449239699,0.802520436855291,-0.0573477351989598,"DE (down) in MLH1"
"PFDN2",0.0894350248055067,-0.300787886161199,0.285105837303585,-0.275787564700531,"Not DE"
"NR1I3",0.946926649570559,0.0621546273246544,0.907636364312129,0.193678873482973,"Not DE"
"USP21",0.00449784793825875,-0.321212377463386,0.797371123678696,0.0686959682957254,"DE (down) in MLH1"
"F13B",NA,-1.58152613976016,NA,0.295591983525631,"Not DE"
"PRCC",0.337781271798717,-0.111859434381739,0.763075152918489,-0.0755139309142639,"Not DE"
"FCRL5",0.8661360492063,0.105109998190086,0.491713467139891,0.566578470869082,"Not DE"
"METTL25B",0.9637280838164,0.0162994306689633,0.846999729394855,-0.13400532505356,"Not DE"
"MRPL24",0.0495507253636547,-0.30255705190427,0.509287671986988,-0.155441406326675,"DE (down) in MLH1"
"PIGM",0.429144865839211,0.161124840151742,0.779263305801391,0.0938262333525381,"Not DE"
"CASQ1",NA,0.817476493946865,NA,1.10950546220796,"Not DE"
"ISG20L2",4.03429775453403e-05,-0.40748896896131,0.964263952252312,-0.0137524940904521,"DE (down) in MLH1"
"CRABP2",0.0398047874220459,-0.830785483048073,0.740773081651198,0.242369011637763,"DE (down) in MLH1"
"HDGF",2.25760311563682e-09,-0.34073309978233,0.0274426646875334,-0.226616335706677,"DE (down) in both"
"ABL2",0.488501564980719,0.0840298826301992,0.119395329672217,-0.183554805636134,"Not DE"
"XPR1",0.219814123450071,0.146264005301178,0.391512618142698,-0.131173514003708,"Not DE"
"RGS16",2.77444948133118e-11,-2.44763139883451,0.676993705597363,0.218635031575819,"DE (down) in MLH1"
"TOR1AIP1",0.953015297236098,-0.00736041166788213,0.717124704121983,-0.0645230132701895,"Not DE"
"HMCN1",0.305283259981852,-0.647878791768205,0.414688815932664,0.610307217731966,"Not DE"
"RGL1",0.254258460109445,-0.193488998207953,0.398182411912723,-0.242883532239654,"Not DE"
"LYPLAL1",0.000212199273403309,-0.598149632538008,0.513758996089793,-0.20601520598833,"DE (down) in MLH1"
"LHX9",0.246608807114031,-0.61470034686616,0.885281001366553,-0.154351431057057,"Not DE"
"PRUNE1",0.00250939388412016,-0.411969665722641,0.490625081857324,-0.182359015010652,"DE (down) in MLH1"
"RORC",NA,2.31064511885018,NA,3.37871849993722,"Not DE"
"TUFT1",0.132404348850424,0.210504729017697,0.939727382273553,0.0273879434190301,"Not DE"
"SF3B4",0.662641618186054,-0.0478817654952795,0.595409869992,-0.0896045715120082,"Not DE"
"ECM1",0.00300872315358087,-0.339575250885343,0.485056625864385,0.155594995243504,"DE (down) in MLH1"
"ZNF687",0.000378384514189544,-0.441725578516456,0.866398149027237,-0.0590559261104492,"DE (down) in MLH1"
"TARS2",0.00459323968470417,-0.420498426100311,0.503551847177017,0.14922293588761,"DE (down) in MLH1"
"CGN",8.03345720347392e-11,-2.38663859180203,0.0205313144621704,-0.840762296257564,"DE (down) in both"
"SNX27",0.548970096504519,0.0758037097826897,0.885281001366553,0.0448355959661407,"Not DE"
"SETDB1",0.817907088229185,0.0636696529466257,0.596504305771426,-0.1460191151354,"Not DE"
"ADAMTSL4",0.713194684510252,-0.122091626159217,0.563114782531044,-0.219071136352565,"Not DE"
"MCL1",1.03250686612038e-14,-0.424558467487396,0.0844427851367534,-0.147960614610894,"DE (down) in MLH1"
"CTSK",0.0672036375460043,0.406330941282031,0.803389532734841,-0.205924670725551,"Not DE"
"RFX5",0.577611778016266,0.0724992621118911,0.90711491745137,-0.0324361422031172,"Not DE"
"PI4KB",0.057855558176924,-0.170415846872477,0.713586208795248,-0.0834496622761674,"Not DE"
"PIP5K1A",0.410523196736689,-0.0721135176398575,0.591541208741034,-0.118341617571733,"Not DE"
"ANP32E",0.504628011788347,0.0623117971653619,0.79716793448471,0.0457090701638987,"Not DE"
"MINDY1",0.18266740601236,0.497236833996855,0.962977173726076,-0.0628143223832167,"Not DE"
"ANXA9",NA,0.397173610227158,0.914515883451314,0.454244996691883,"Not DE"
"SELENBP1",3.59372153101692e-11,4.35782540452912,0.417042600182632,2.3339971801718,"DE (up) in MLH1"
"CERS2",0.000157640033622789,0.231292341794788,0.979281300698208,0.00706369457809983,"DE (up) in MLH1"
"ENSA",0.917743506938614,0.0136183674328616,0.214315485491831,-0.157282118290199,"Not DE"
"SEMA6C",0.000107735299480626,1.91346134865618,0.820411179762507,-0.290951522485446,"DE (up) in MLH1"
"MRPL9",0.366574985310259,0.108048522366342,0.838263923414906,-0.0522893436777748,"Not DE"
"ARNT",0.00216311110595218,0.311518687719591,0.827693459291399,-0.0730262199379666,"DE (up) in MLH1"
"POGZ",0.930901266217934,0.0250465312268905,0.91254809182971,-0.0386362099639725,"Not DE"
"C1orf56",0.115003643776955,0.619697454541346,0.183375585754191,0.772347917026779,"Not DE"
"OAZ3",0.848768923625601,0.1586677132725,0.867193083457204,-0.245223225821762,"Not DE"
"HORMAD1",NA,0.299853439853142,NA,-1.05472246398026,"Not DE"
"GOLPH3L",0.934755504949052,0.0184548690169982,0.949905217238983,0.0250664759341074,"Not DE"
"GABPB2",0.00187189768923318,0.455858386718385,0.507705304670364,0.203012824045256,"DE (up) in MLH1"
"SYT14",0.878236447136516,-0.422708570975381,0.846247738195501,-0.795359265510461,"Not DE"
"KCNH1",0.537307426404312,0.469250348819121,0.31135076409302,1.11530389411607,"Not DE"
"DTL",0.902223518761978,-0.0239222438562864,0.993668254220417,0.00326737065983769,"Not DE"
"DYRK3",0.000478932946081154,-0.361567877915225,0.896589801975363,0.0308978611688642,"DE (down) in MLH1"
"EIF2D",0.852576226409367,0.0263145290474294,0.973284581748456,0.010994793359794,"Not DE"
"INTS7",0.543972416785468,-0.0691978265903443,0.155774522054176,-0.159955347951442,"Not DE"
"VASH2",0.700221392246563,0.248008350399088,0.0085263735104801,0.898345365728952,"DE (up) in MSH2"
"TAF1A",0.0190326761431586,-0.308377794441067,0.951416882971013,-0.0222853902972134,"DE (down) in MLH1"
"SMYD2",0.0001788732265913,-0.29914384785194,0.216586198599734,-0.162010648814473,"DE (down) in MLH1"
"SUSD4",0.200101950863158,0.934922525291442,0.950087172494664,-0.119226629347049,"Not DE"
"DUSP10",3.86322397547791e-16,-0.903722559997624,0.0265153333729991,-0.329728254534973,"DE (down) in both"
"HHIPL2",0.693435170154722,-0.380505185667495,0.205374110540803,1.0197549966878,"Not DE"
"TP53BP2",0.00100090421435027,-0.262155963021425,0.794851924170822,0.0495719368647856,"DE (down) in MLH1"
"ATP8B2",0.000770255575535636,-0.448691969054169,0.869638015470479,-0.149783929404682,"DE (down) in MLH1"
"FLG2",0.809383820062007,0.45958135635874,0.335434628085552,2.39262050833044,"Not DE"
"CRNN",NA,-1.05563847727381,NA,NA,"Not DE"
"ADAM15",0.141263201241252,0.126432636850201,0.795557012647069,0.0561206680338637,"Not DE"
"JTB",0.00145191038227494,0.386881286199476,0.181691085172765,0.189838006411891,"DE (up) in MLH1"
"RAB13",0.0123193139454859,-0.319579290360785,0.99491389080802,-0.00258758372016897,"DE (down) in MLH1"
"S100A8",NA,-0.788781988372737,NA,-1.67704233132174,"Not DE"
"TPM3",0.0854111771189406,-0.122665945873482,0.00376272267398803,-0.240775580963126,"DE (down) in MSH2"
"NUP210L",0.580370582835886,1.01699283597769,NA,0.727987669568,"Not DE"
"SNAPIN",0.303167616020138,-0.175923800461103,0.116790106141009,-0.321621913922005,"Not DE"
"SLC27A3",0.0711362950202425,-5.62888341166181,NA,NA,"Not DE"
"S100A7",NA,NA,NA,NA,"Not DE"
"UBAP2L",0.391320110135004,-0.101247267965709,0.951217146112148,-0.017415325952642,"Not DE"
"SLC39A1",0.916795225874298,-0.0185442881836334,0.769100243027125,0.0567009824603152,"Not DE"
"HAX1",0.190178631353371,0.137308769175468,0.627001105320419,-0.0931432386022348,"Not DE"
"CREB3L4",0.817333315918632,-0.121112985636973,0.892775953561734,0.135061741439404,"Not DE"
"EFNA3",0.813628264658611,-0.204743645584637,0.224013862959318,0.858804107248945,"Not DE"
"AQP10",NA,-2.35694987088454,NA,2.14986391374505,"Not DE"
"KCNN3",0.57165984028861,0.532278282221211,0.626616159312302,0.687874144806199,"Not DE"
"C1orf43",0.246600553232538,-0.100008231086374,0.595409869992,-0.0812840398333828,"Not DE"
"GATAD2B",8.16248395112365e-06,-0.333027512062032,0.667083340238707,-0.0822868305043549,"DE (down) in MLH1"
"ILF2",0.476620158673371,-0.0681557905601013,0.987437088234391,-0.00447088409782231,"Not DE"
"RIT1",0.0386629963816975,0.304874967870485,0.588029390048402,0.171781287731844,"DE (up) in MLH1"
"INTS3",1.6539472616478e-09,-0.489938276026486,0.59953837859444,-0.734902015578645,"DE (down) in MLH1"
"PKLR",NA,NA,NA,NA,"Not DE"
"HCN3",0.351308277537558,0.380653735093589,0.972527066161679,-0.0393960789303794,"Not DE"
"FLG",5.17795248479397e-16,3.15697238239708,0.604892757171654,0.87664713530732,"DE (up) in MLH1"
"ACTA1",0.592029524847099,0.962119738101464,NA,0.630466014911133,"Not DE"
"C1orf131",0.831055821680958,-0.0804644871533563,0.932156514513997,-0.0659575092546651,"Not DE"
"GALNT2",0.25954917889665,0.104431243357558,0.509538496405214,-0.099754252367641,"Not DE"
"TTC13",0.0388037036968787,0.27023601085684,0.524132824003441,0.125990096385954,"DE (up) in MLH1"
"SCCPDH",0.00144851165742832,-0.308237511635883,0.53904427740069,0.105767451387448,"DE (down) in MLH1"
"LYST",1.08197655255411e-05,0.68772181997555,0.257480928340475,0.30323148225288,"DE (up) in MLH1"
"MAP3K21",0.101760038237219,-0.224393871954218,0.0943530396411603,0.271910239375142,"Not DE"
"CEP170",2.05340934232606e-22,-0.893591197094081,1.65042788824623e-07,-0.443891662220662,"DE (down) in both"
"ACP1",9.09980370874826e-06,-0.471353445908309,0.737376872636822,0.0731942579033854,"DE (down) in MLH1"
"SNAP47",0.527544869497786,0.084418727649507,0.566210544679464,-0.12373725596763,"Not DE"
"SRP9",0.00148739701572746,-0.224710097503665,0.571284720933152,-0.0791862968952617,"DE (down) in MLH1"
"NVL",0.312520892883978,0.158090222002938,0.736820782283785,-0.0705193115533572,"Not DE"
"SDE2",0.0103779326177157,0.304173249644375,0.596742415919293,-0.0999856339197447,"DE (up) in MLH1"
"DEGS1",0.000187326471189977,0.284083856833794,0.929831106355177,0.0243059621777035,"DE (up) in MLH1"
"FBXO28",2.5555395069012e-08,-0.426948875970928,0.714414891984944,-0.0658234622864552,"DE (down) in MLH1"
"ARF1",0.0365608605952015,-0.129282414847352,0.00235737761244157,-0.288079073203906,"DE (down) in both"
"LEFTY2",NA,1.7322442211216,NA,NA,"Not DE"
"CNIH4",2.06865437213487e-06,0.407193250418981,0.591541208741034,0.117727418751362,"DE (up) in MLH1"
"ITPKB",0.00202996828208468,-0.755355661634059,0.115433683166458,0.455392791406763,"DE (down) in MLH1"
"GUK1",0.895830320090862,0.0426337350941361,0.0351656412052949,0.342280096313239,"DE (up) in MSH2"
"CDC42BPA",0.0130597036986539,0.213754292053725,0.676925516245597,-0.0792463420310029,"DE (up) in MLH1"
"CNIH3",0.297370326425394,0.659405223912547,0.998681893058749,-0.00422861957891639,"Not DE"
"C1orf35",0.178609601288573,0.291318388482705,0.901933535217458,-0.0667481215075333,"Not DE"
"MBOAT2",7.70810914148866e-26,-0.856774457006123,0.00173368866021523,0.310789620402906,"Not DE"
"PARP1",0.0137158956122417,-0.153006890282639,0.646418142793548,-0.0720246388982227,"DE (down) in MLH1"
"PSEN2",0.825944697714929,0.0422031654384998,0.594202706351365,0.149542627617145,"Not DE"
"PYCR2",0.49702909125194,0.0848280782452152,0.526850105625037,0.100118716233143,"Not DE"
"LBR",0.00371555513561477,0.198198763525897,0.595409869992,0.0831873055578172,"DE (up) in MLH1"
"WNT9A",4.14305284779543e-09,2.03882656707342,0.56579851472174,-0.589832452805867,"DE (up) in MLH1"
"EPHX1",5.56904793425798e-17,1.22887297999947,0.548704387513718,0.234665889361942,"DE (up) in MLH1"
"REN",NA,0.32292656904669,NA,1.51894090894002,"Not DE"
"SOX13",0.421255208221399,0.109857259197716,0.884813817820746,-0.0518839858640639,"Not DE"
"ETNK2",3.92878911644483e-07,-1.12838063556606,0.986424769025637,-0.012553942365142,"DE (down) in MLH1"
"PPFIA4",0.125551097356063,1.565512282752,0.801873620288795,0.452830650978565,"Not DE"
"PLEKHA6",0.485722158026879,-0.154998133488335,0.771416097030249,0.268209396723806,"Not DE"
"PTPN7",0.996992791231711,-0.00686256749566188,0.728455633765356,0.806331675635229,"Not DE"
"SYT2",0.129062819103254,1.83639442039494,0.912592560768969,0.441402728659066,"Not DE"
"ARL8A",0.876472520523505,0.0380218548989685,0.0490358070640692,-0.452227565617715,"DE (down) in MSH2"
"OSR1",2.17870265040042e-07,-1.10475635309238,0.580303697217632,-0.212302993566871,"DE (down) in MLH1"
"GDF7",0.741166192689478,0.952060060029468,NA,-0.492788584900231,"Not DE"
"PDIA6",4.38624742680482e-30,-0.741240239339667,0.874249656636422,-0.0386160673367668,"DE (down) in MLH1"
"RHOB",0.439200279456088,0.128634350830368,0.25562138686695,-0.26623253742939,"Not DE"
"ATP6V1C2",0.357007556727342,-1.17553010019674,0.0875934416899784,2.75648190264382,"Not DE"
"HNRNPLL",0.0302369129057019,-0.244517631937806,0.592905797556391,-0.0901515865837109,"DE (down) in MLH1"
"GALM",0.00439996330062516,-0.671862887834822,0.652512748267699,0.221672065547761,"DE (down) in MLH1"
"CAMKMT",0.0661541094892247,-0.406537981919571,0.912198726883963,0.067371844001294,"Not DE"
"ABCG8",0.308436345542483,0.889546667851815,0.939191351751372,0.224555038641714,"Not DE"
"EML4",7.08380781058261e-33,-0.810073853389341,0.900629038630532,-0.0260572265448678,"DE (down) in MLH1"
"CALM2",9.58520658060674e-13,-0.378421569801762,0.107848277713723,-0.184226111689585,"DE (down) in MLH1"
"CHAC2",0.0194934248705551,-0.356341989571286,0.621741177334976,0.143165049292827,"DE (down) in MLH1"
"RPS27A",1.89227822826513e-07,-0.480268213780989,0.618336277157416,0.0698538994134541,"DE (down) in MLH1"
"WDPCP",0.913135242508205,-0.0208278447599155,0.822691052351897,-0.0858464846082994,"Not DE"
"VPS54",0.0311764548140237,-0.235425402281002,0.234933637412835,-0.180019944236204,"DE (down) in MLH1"
"REG3G",NA,NA,NA,2.52566667939654,"Not DE"
"ASXL2",4.64309378766622e-17,-0.667615088669972,0.243252701569661,-0.14694724729437,"DE (down) in MLH1"
"ETAA1",3.01012584602868e-08,-0.805438450695499,0.20062768090102,-0.286413014401583,"DE (down) in MLH1"
"SNRPG",7.88065372808816e-10,-0.612937290916323,0.85658189226435,0.0512264754964733,"DE (down) in MLH1"
"ABHD1",0.324758524906463,1.27748010967318,0.627883339899144,1.32494088125972,"Not DE"
"MEIS1",0.00113628102840635,-1.38942682089348,0.984040742801561,-0.0235186072428408,"DE (down) in MLH1"
"TRIM43",NA,NA,NA,NA,"Not DE"
"CIAO1",0.0068073995985474,-0.421104599941923,0.000924807660547217,0.299865443253745,"Not DE"
"ZNF514",3.90201224859107e-07,-0.819428063098583,0.733853557702537,0.127260551934013,"DE (down) in MLH1"
"SNRNP200",1.0770013837293e-34,-0.694339735496282,0.967542566135706,0.00936960881376578,"DE (down) in MLH1"
"MRPS5",0.0010943679207488,-0.380116993469685,0.646844996826015,-0.101397096304253,"DE (down) in MLH1"
"ANKRD53",0.806663083308394,0.892452687566641,0.323772491836312,-2.44337934522054,"Not DE"
"TPRKB",4.66082062052749e-10,-0.77521197607214,0.595409869992,-0.202406291523848,"DE (down) in MLH1"
"NAT8",NA,NA,NA,NA,"Not DE"
"EXOC6B",2.44706737493687e-08,-0.696244470382152,0.138668692696842,-0.242227940532081,"DE (down) in MLH1"
"SFXN5",5.67763703350734e-05,-0.705809105331431,0.915147925050546,-0.0498372034751295,"DE (down) in MLH1"
"TEX261",5.50345841156492e-37,-0.897025551025144,0.00408036388091942,-0.251402153698299,"DE (down) in both"
"DQX1",0.33097592764307,-1.12998675340123,0.60875775890204,-1.36626747806113,"Not DE"
"DUSP11",0.97755528539361,-0.0158106199154932,0.82493798719245,-0.258790112472393,"Not DE"
"ST6GAL2",0.658412480237356,0.404195355972318,0.885968547595892,0.31865506749347,"Not DE"
"NPHP1",0.380531692300314,0.377294716461893,0.371609230011992,-0.643425492305153,"Not DE"
"MALL",1.43701735155732e-17,1.59275926959416,0.171256360986344,0.543847413377594,"DE (up) in MLH1"
"THNSL2",0.305452900969735,-2.49735956234665,NA,-2.98153984701407,"Not DE"
"RALB",9.72294846919874e-05,-0.41723301766796,0.00104853918384119,-0.411369173666134,"DE (down) in both"
"C1QL2",NA,NA,NA,-2.36596962735161,"Not DE"
"TMEM177",0.867957650396096,0.0514406938376268,0.823879440613856,0.116370825919537,"Not DE"
"NT5DC4",0.14615111907646,-4.73790098066566,NA,1.10950546220796,"Not DE"
"RABL2A",0.00404319672838789,1.01749556034322,0.810519603328903,-0.28445088167404,"DE (up) in MLH1"
"SLC20A1",1.88179497856398e-05,0.268822929293831,0.00141568188462551,-0.28638214180537,"Not DE"
"FBLN7",0.305283259981852,-0.557626507796497,0.865422606942428,-0.219789616684242,"Not DE"
"SNRPA1P1",NA,0.817476493946864,NA,-0.51312420252782,"Not DE"
"ZC3H8",0.664643224297854,0.166460875566011,0.0851534265903292,0.684922035633206,"Not DE"
"LIPT1",0.190251605919743,-0.312607307820658,0.280140813308209,0.411382978521686,"Not DE"
"TRIM43CP",NA,NA,NA,NA,"Not DE"
"CNGA3",NA,1.68290557785691,NA,NA,"Not DE"
"FAHD2B",0.910522070057355,0.0418843287463995,0.352150755267853,0.328281225741259,"Not DE"
"LYG1",0.0104081264633539,-2.92928847990929,0.882209562533448,-0.346305307479654,"DE (down) in MLH1"
"AFF3",6.8168752407892e-183,-4.0811074746885,0.153924617346057,-0.227490019612161,"DE (down) in MLH1"
"UBXN4",0.291805282238948,-0.113227259733632,0.768328013147104,-0.0510197261141487,"Not DE"
"NXPH2",NA,NA,NA,-2.36596962735161,"Not DE"
"SPOPL",0.900734136333162,-0.0255362285802557,0.892775953561734,0.0589849201190464,"Not DE"
"THSD7B",NA,-0.851852383564022,NA,1.14222505415701,"Not DE"
"GPR17",0.00540165504981422,-1.12389356918196,0.716175233705301,-0.331035856283175,"DE (down) in MLH1"
"POLR2D",0.255547952047473,0.117228977993777,0.525426689496447,0.112252134577023,"Not DE"
"AMMECR1L",0.00571663590640578,-0.267180831188138,0.341718067288669,-0.159326072661213,"DE (down) in MLH1"
"GALNT13",0.767993029961093,-0.0909108187117075,0.857442827023168,0.0928200236195946,"Not DE"
"PKP4",0.000845586735599681,0.232730405518258,0.428013143963202,-0.125796504641542,"DE (up) in MLH1"
"SCN1A",0.660104321751346,0.831193567738206,0.942311718924744,-0.349443245108891,"Not DE"
"SLC4A10",NA,NA,NA,1.10950546220796,"Not DE"
"SCRN3",0.375144163045418,0.157802320176611,0.87135851897012,-0.0707864551639119,"Not DE"
"LNPK",1.89454097607447e-09,0.598354411821538,0.302440959622613,0.172751143994669,"DE (up) in MLH1"
"ZNF385B",0.738339915433048,0.315827432030525,0.941568952931346,0.20573939290115,"Not DE"
"TMEFF2",NA,1.08920723203678,NA,-0.773642133700487,"Not DE"
"CDCA7",1.29444217247169e-12,0.658779629225471,0.0170554446020511,0.286795076537338,"DE (up) in both"
"DLX1",0.655746658105677,0.491005836670604,0.318265914334254,-1.28365332002748,"Not DE"
"UBR3",0.0208901422426461,0.273478756410269,0.509175555067007,-0.138915275944129,"DE (up) in MLH1"
"PHOSPHO2",0.643716268029423,0.192045993050046,0.367879504846448,0.549320738650768,"Not DE"
"GULP1",0.370367992732315,0.157882643891126,0.623084761631985,-0.1396246687154,"Not DE"
"FAM171B",0.293899619321206,-0.179964859427197,0.857511717462151,0.0668941421304483,"Not DE"
"HSPD1",0.00235265738397761,0.203558160315986,0.158013981852599,0.136626027340261,"DE (up) in MLH1"
"CCDC150",0.188728986786855,0.464713077210169,0.792119284023976,0.16602742232327,"Not DE"
"METTL21A",0.876045357349506,-0.0911329244545889,0.287255508800948,0.646411097084508,"Not DE"
"UNC80",0.381894508775206,0.207991806200273,0.676756179526429,0.201442438029729,"Not DE"
"PTH2R",0.229542611404605,1.09126010300185,0.923863354604303,0.197544826511145,"Not DE"
"CPO",NA,-1.6138837100802,NA,-1.29537862588067,"Not DE"
"NBEAL1",0.0139168481594663,0.291296066556806,0.796874917889159,0.0969545725171122,"DE (up) in MLH1"
"KANSL1L",0.223240751107745,0.393414297997532,0.81688152141195,0.107810574809445,"Not DE"
"SPAG16",0.00258073005054565,0.861537288645807,0.79234457701327,0.173821361505613,"DE (up) in MLH1"
"ABCA12",NA,0.304430969137982,NA,0.307088306136985,"Not DE"
"SUMF1",0.00483604316773299,0.406298606102659,0.763583033116937,0.100969342898197,"DE (up) in MLH1"
"NYAP2",NA,NA,NA,NA,"Not DE"
"RHBDD1",0.0440354181816451,-0.265373668167422,0.318049941828714,-0.226073329224364,"DE (down) in MLH1"
"ACKR3",NA,-1.07566582477793,NA,3.86400991789708,"Not DE"
"TRPM8",0.723725954275445,-0.825866040119698,0.43334749850617,-3.007132759759,"Not DE"
"HES6",0.00202935360166843,1.02009650523573,0.856524711626001,0.149099947444071,"DE (up) in MLH1"
"ESPNL",NA,-3.21168957678958,NA,-1.85286917510999,"Not DE"
"ANKMY1",0.73201443349667,-0.0966895902535472,0.696942256652112,0.173328646675356,"Not DE"
"COPS7B",0.00938617215138511,-0.279155644867869,0.106035986607262,-0.240633228563216,"DE (down) in MLH1"
"DIS3L2",0.419684668847033,-0.128082534522671,0.706760939828478,0.107308563056608,"Not DE"
"CPNE9",NA,-2.57246901815416,NA,0.430691990495435,"Not DE"
"FANCD2",0.484007062270333,0.0877712922840154,0.367576175065194,-0.127477418317553,"Not DE"
"TAMM41",0.106947686862905,-0.565437434497121,0.868773474308483,0.175655714093232,"Not DE"
"VGLL4",0.401845956923344,0.110822122727181,0.203129212425856,0.227103632204429,"Not DE"
"RAB5A",0.248433000414604,-0.159835620588278,0.210413020043847,-0.194343713973386,"Not DE"
"RETREG2",0.854412603670958,-0.0293054443583876,0.353800085656887,-0.193398686335482,"Not DE"
"CTDSP1",0.181852516458846,0.185506732943546,0.772581492714862,0.0729619951254643,"Not DE"
"CNOT9",0.885334788470437,0.0327192618592872,0.812440773054278,-0.109978328750294,"Not DE"
"MARCHF4",0.000213191270979858,0.376123137192784,0.85331768626733,0.0533608806423366,"DE (up) in MLH1"
"STK11IP",0.00810985292484716,-0.43434016225865,0.128850917788096,-0.390151862789482,"DE (down) in MLH1"
"GMPPA",0.493568630811482,-0.137024858944948,0.986354852183747,-0.00776298010905765,"Not DE"
"GRIP2",NA,0.817476493946864,NA,-3.04785296166834,"Not DE"
"EAF1",0.00337312922368557,-0.242010398508619,0.240377519053027,-0.165324236385738,"DE (down) in MLH1"
"CNTN4",0.904968409554363,0.102220953655134,0.411313753419207,0.892983034943238,"Not DE"
"DYNC1LI1",0.399766385228011,-0.0848641764601997,0.976404504005643,-0.00909008163194403,"Not DE"
"RBMS3",0.0117945428749464,-0.343880853622732,0.758329157980887,-0.0706219589576492,"DE (down) in MLH1"
"GADL1",0.966522192083852,0.0293924677246861,0.611083279968231,0.472882974196173,"Not DE"
"OSBPL10",0.174076369859526,-0.182652381121274,0.789036366874739,0.0504353369153263,"Not DE"
"POMGNT2",0.064168002562238,-0.300913809203108,0.61383075729439,0.130077422856778,"Not DE"
"ACKR2",0.535676433744628,1.11677033492666,NA,0.581938437483831,"Not DE"
"GASK1A",1.97244206413794e-08,4.01567463397691,0.504217513164182,1.34617609180489,"DE (up) in MLH1"
"CSRNP1",0.111132919376295,-0.270147172417962,0.0839303844430595,-0.264908669589085,"Not DE"
"SLC25A38",0.020720123735501,-0.288804199993772,0.595409869992,-0.114524730262081,"DE (down) in MLH1"
"ITGA9",0.1068199955746,2.40011553679192,0.380464249536777,1.61111965386667,"Not DE"
"SLC22A14",0.397422020401315,2.00342901374814,0.45759486081469,-2.11961379048195,"Not DE"
"GOLGA4",0.00979211459479907,0.48316128469165,0.890886802940754,0.169406541345832,"DE (up) in MLH1"
"CTDSPL",3.35195081053427e-07,0.609349829377,0.816084926068671,-0.066280224591381,"DE (up) in MLH1"
